NlmUniqueID	issn	sherpa_id	result	journal
	0022-1260		JSON file OK - sherpa without items - 	0165543
	0884-8734	13085	JSON file OK - sherpa_id already done - 	8605834
	0022-1295	22246	JSON file OK - sherpa_id already done - 	2985110R
	0022-1309	16283	JSON file OK - sherpa_id already done - 	2985111R
	0022-1317	14639	JSON file OK - sherpa_id already done - 	0077340
	1099-498X	7582	JSON file OK - sherpa_id already done - 	9815764
	0022-1333	16386	JSON file OK - sherpa_id already done - 	2985113R
	1059-7700	16385	JSON file OK - sherpa_id already done - 	9206865
	1673-8527	13952	JSON file OK - sherpa_id already done - 	101304616
	0022-1325	14062	JSON file OK - sherpa_id already done - 	2985112R
	1879-4068	13955	JSON file OK - 	101534770
	1539-8412	29592	JSON file OK - sherpa_id already done - 	101142169
	0891-9887	9286	JSON file OK - sherpa_id already done - 	8805645
	1079-5006	12756	JSON file OK - sherpa_id already done - 	9502837
	1079-5014	12758	JSON file OK - sherpa_id already done - 	9508483
	0098-9134	4261	JSON file OK - sherpa_id already done - 	7510258
	0163-4372	5609	JSON file OK - sherpa_id already done - 	7903311
	1057-0829	8840	JSON file OK - sherpa_id already done - 	9300903
	2213-7165	35811	JSON file OK - 	101622459
	2047-2978	38831	JSON file OK - sherpa_id already done - 	101578780
	1949-8349		JSON file OK - sherpa without items - 	101521733
	2005-0380		JSON file OK - sherpa without items - 	101483150
	0363-5023	4782	JSON file OK - 	7609631
	2424-8355		JSON file OK - sherpa without items - 	101688432
	1753-1934	9287	JSON file OK - sherpa_id already done - 	101315820
	0894-1130	13957	JSON file OK - 	8806591
	0304-3894	13696	JSON file OK - sherpa_id already done - 	9422688
	0885-9701	8950	JSON file OK - sherpa_id already done - 	8702552
	1129-2369	16429	JSON file OK - sherpa_id already done - 	100940562
	0885-4726	5615	JSON file OK - sherpa_id already done - 	8800764
	1049-2089	8588	JSON file OK - sherpa_id already done - 	9103800
	1081-0730	5616	JSON file OK - sherpa_id already done - 	9604100
	0167-6296	13958	JSON file OK - sherpa_id already done - 	8410622
	1477-7266	2842	JSON file OK - 	101179473
	0361-6878	31490	JSON file OK - sherpa_id already done - 	7609331
	1606-0997		JSON file OK - sherpa without items - 	100959228
	1359-1053	9290	JSON file OK - sherpa_id already done - 	9703616
	1355-8196	11947	JSON file OK - sherpa_id already done - 	9604936
	0022-1465	9288	JSON file OK - sherpa_id already done - 	0103130
	2040-2295	10160	JSON file OK - sherpa_id already done - 	101528166
	1096-9012	32801	JSON file OK - sherpa_id already done - 	9803529
	1062-2551	13990	JSON file OK - sherpa_id already done - 	9202994
	1074-4797	6905	JSON file OK - sherpa_id already done - 	9305245
	1053-2498	14179	JSON file OK - 	9102703
	0966-8519		JSON file OK - sherpa without items - 	9312096
	0022-149X	1711	JSON file OK - sherpa_id already done - 	2985115R
	1868-6974		JSON file OK - sherpa without items - 	101528587
	0168-8278	13959	JSON file OK - 	8503886
	0022-1503	1365	JSON file OK - sherpa_id already done - 	0375373
	0022-5061	15164	JSON file OK - sherpa_id already done - 	18020010R
	0022-5010	13025	JSON file OK - sherpa_id already done - 	0202503
	1089-6287		JSON file OK - sherpa without items - 	9609747
	0022-5037	11095	JSON file OK - sherpa_id already done - 	00140360R
	0022-5045	1373	JSON file OK - sherpa_id already done - 	0413415
	0964-704X	21544	JSON file OK - sherpa_id already done - 	9441330
	0022-1554	19324	JSON file OK - sherpa_id already done - 	9815334
	0147-8885	18455	JSON file OK - sherpa_id already done - 	8003807
	0898-0101	9292	JSON file OK - sherpa_id already done - 	8506709
	0091-8369	18959	JSON file OK - sherpa_id already done - 	7502386
	0195-6701	4783	JSON file OK - 	8007166
	1553-5592	6904	JSON file OK - sherpa_id already done - 	101271025
	1522-2179	8841	JSON file OK - sherpa_id already done - 	100887419
	0047-2484	11375	JSON file OK - sherpa_id already done - 	0337330
	1434-5161	3997	JSON file OK - sherpa_id already done - 	9808008
	0950-9240	24211	JSON file OK - sherpa_id already done - 	8811625
	0890-3344	9294	JSON file OK - sherpa_id already done - 	8709498
	0952-3871	15965	JSON file OK - sherpa_id already done - 	8904840
	1879-6397	22863	JSON file OK - sherpa_id already done - 	101589965
	0263-6352	8842	JSON file OK - sherpa_id already done - 	8306882
	1557-1912	16704	JSON file OK - sherpa_id already done - 	101256527
	1532-1819	5630	JSON file OK - sherpa_id already done - 	100963688
	0022-1767	10940	JSON file OK - sherpa_id already done - 	2985117R
	0022-1759	13965	JSON file OK - 	1305440
	2314-8861	29238	JSON file OK - sherpa_id already done - 	101627166
	1524-9557	8843	JSON file OK - sherpa_id already done - 	9706083
	1547-691X	925	JSON file OK - sherpa_id already done - 	101201960
	1367-5435	8067	JSON file OK - sherpa_id already done - 	9705544
	0972-4052	32621	JSON file OK - sherpa_id already done - 	101255941
	0970-4388	4190	JSON file OK - sherpa_id already done - 	8710631
	0163-4453	4784	JSON file OK - sherpa_id already done - 	7908424
	1341-321X	16438	JSON file OK - sherpa_id already done - 	9608375
	2036-6590		JSON file OK - sherpa without items - 	101305410
	0022-1899	18524	JSON file OK - sherpa_id already done - 	0413675
	1876-0341	13966	JSON file OK - 	101487384
	1533-1458	8844	JSON file OK - sherpa_id already done - 	101124170
	0141-8955		JSON file OK - sherpa without items - 	7910918
	2008-2053		JSON file OK - sherpa without items - 	101535747
	1662-811X	9016	JSON file OK - sherpa_id already done - 	101469471
	0162-0134	12831	JSON file OK - sherpa_id already done - 	7905788
	0022-1910	4636	JSON file OK - 	2985080R
	0743-6661		JSON file OK - sherpa without items - 	8401468
	1308-7649		JSON file OK - sherpa without items - 	101522982
	2325-9574	24755	JSON file OK - sherpa_id already done - 	101603896
	0300-0605	24752	JSON file OK - sherpa_id already done - 	0346411
	1355-6177	1994	JSON file OK - sherpa_id already done - 	9503760
	2095-4964	35817	JSON file OK - sherpa_id already done - 	101603118
	0219-6352	6467	JSON file OK - sherpa_id already done - 	101156357
	1672-9072	7738	JSON file OK - sherpa_id already done - 	101250502
	1366-8250	926	JSON file OK - sherpa_id already done - 	9610837
	1744-6295	9301	JSON file OK - sherpa_id already done - 	101229024
	0964-2633	7080	JSON file OK - sherpa_id already done - 	9206090
	0885-0666	9303	JSON file OK - sherpa_id already done - 	8610344
	1079-9907	1461	JSON file OK - sherpa_id already done - 	9507088
	0954-6820	7081	JSON file OK - sherpa_id already done - 	8904841
	0886-2605	9304	JSON file OK - sherpa_id already done - 	8700910
	1356-1820	927	JSON file OK - sherpa_id already done - 	9205811
	1383-875X	17283	JSON file OK - sherpa_id already done - 	9708966
	0896-4327	15146	JSON file OK - sherpa_id already done - 	8907826
	1042-3931		JSON file OK - sherpa without items - 	8917477
	0022-2011	11376	JSON file OK - 	0014067
	0022-202X	24256	JSON file OK - sherpa_id already done - 	0426720
	0894-1939	928	JSON file OK - sherpa_id already done - 	8809255
	1018-9068		JSON file OK - sherpa without items - 	9107858
	1087-0024	3994	JSON file OK - sherpa_id already done - 	9609059
	1081-5589	8951	JSON file OK - sherpa_id already done - 	9501229
	2059-7754	36820	JSON file OK - sherpa_id already done - 	101680867
	1538-8506	10716	JSON file OK - sherpa_id already done - 	101137599
	2005-3673		JSON file OK - sherpa without items - 	101488689
	1011-8934	13578	JSON file OK - sherpa_id already done - 	8703518
	0362-4803	7497	JSON file OK - sherpa_id already done - 	7610510
	1092-6429	1462	JSON file OK - sherpa_id already done - 	9706293
	0022-2151	2218	JSON file OK - sherpa_id already done - 	8706896
	1044-6419		JSON file OK - sherpa without items - 	8918134
	1320-159X	10395	JSON file OK - sherpa_id already done - 	9431853
	1073-1105	868	JSON file OK - sherpa_id already done - 	9315583
	0022-2194	9307	JSON file OK - sherpa_id already done - 	0157312
	0194-7648	5651	JSON file OK - sherpa_id already done - 	8000151
	1089-4160	5652	JSON file OK - sherpa_id already done - 	9891002
	0741-5400	14134	JSON file OK - sherpa_id already done - 	8405628
	0022-2275	10348	JSON file OK - sherpa_id already done - 	0376606
	0898-2104	929	JSON file OK - sherpa_id already done - 	9001952
	1050-6934	3599	JSON file OK - sherpa_id already done - 	9110830
	1089-2591	8845	JSON file OK - sherpa_id already done - 	9704963
	1090-7807	13995	JSON file OK - 	9707935
	1053-1807	13894	JSON file OK - sherpa_id already done - 	9105850
	1083-3021	13021	JSON file OK - sherpa_id already done - 	9601804
	1066-9817	1087	JSON file OK - sherpa_id already done - 	9433812
	2376-0540		JSON file OK - sherpa without items - 	101644425
	0161-4754	3217	JSON file OK - 	7807107
	0194-472X	15803	JSON file OK - sherpa_id already done - 	7904614
	1076-5174	7498	JSON file OK - sherpa_id already done - 	9504818
	2050-750X	25609	JSON file OK - sherpa_id already done - 	101598493
	0957-4530	13086	JSON file OK - sherpa_id already done - 	9013087
	1476-7058	930	JSON file OK - sherpa_id already done - 	101136916
	0303-6812	8068	JSON file OK - sherpa_id already done - 	7502105
	1751-6161	13698	JSON file OK - 	101322406
	0967-7720	24167	JSON file OK - sherpa_id already done - 	9308895
	0022-2623	7786	JSON file OK - sherpa_id already done - 	9716531
	1369-6998	931	JSON file OK - sherpa_id already done - 	9892255
	0309-1902	932	JSON file OK - sherpa_id already done - 	7702125
	0022-2585	14683	JSON file OK - sherpa_id already done - 	0375400
	0306-6800	1902	JSON file OK - sherpa_id already done - 	7513619
	1096-620X	1463	JSON file OK - sherpa_id already done - 	9812512
	0022-2593	1903	JSON file OK - sherpa_id already done - 	2985087R
	1041-3545	14310	JSON file OK - sherpa_id already done - 	8917478
	1754-9477	3777	JSON file OK - sherpa_id already done - 	101469340
	1939-8654	14001	JSON file OK - 	101469694
	1439-4456		JSON file OK - sherpa without items - 	100959882
	1343-1420		JSON file OK - sherpa without items - 	9716841
	1536-5050	14673	JSON file OK - sherpa_id already done - 	101132728
	1844-122X		JSON file OK - sherpa without items - 	101477617
	0022-2615	14640	JSON file OK - sherpa_id already done - 	0224131
	0360-5310	1399	JSON file OK - sherpa_id already done - 	7610512
	0047-2565	11887	JSON file OK - sherpa_id already done - 	0320626
	2051-3895		JSON file OK - sherpa without items - 	101620352
	0969-1413	24168	JSON file OK - sherpa_id already done - 	9433359
	0148-5598	14311	JSON file OK - sherpa_id already done - 	7806056
	1556-9039	14312	JSON file OK - sherpa_id already done - 	101284598
	1346-4523	14313	JSON file OK - sherpa_id already done - 	101128385
	2542-4513	35799	JSON file OK - sherpa_id already done - 	101709200
	0146-6615	13895	JSON file OK - sherpa_id already done - 	7705876
	0022-2631	13022	JSON file OK - sherpa_id already done - 	0211301
	0963-8237	933	JSON file OK - sherpa_id already done - 	9212352
	1091-4358	29786	JSON file OK - sherpa_id already done - 	9815374
	1225-8873	13038	JSON file OK - sherpa_id already done - 	9703165
	1017-7825		JSON file OK - sherpa without items - 	9431852
	1684-1182	12870	JSON file OK - 	100956211
	0167-7012	14007	JSON file OK - sherpa_id already done - 	8306883
	0265-2048	934	JSON file OK - sherpa_id already done - 	8500513
	0022-2720	3778	JSON file OK - sherpa_id already done - 	0204522
	1526-9523	18416	JSON file OK - sherpa_id already done - 	100909407
	1553-4650	14009	JSON file OK - sherpa_id already done - 	101235322
	0022-2836	11379	JSON file OK - 	2985088R
	1674-2788	644	JSON file OK - sherpa_id already done - 	101503669
	0022-2828	11378	JSON file OK - sherpa_id already done - 	0262322
	1525-1578	10326	JSON file OK - 	100893612
	0952-5041	11759	JSON file OK - sherpa_id already done - 	8902617
	0022-2844	14315	JSON file OK - sherpa_id already done - 	0360051
	1093-3263	14012	JSON file OK - 	9716237
	1567-2379	14316	JSON file OK - sherpa_id already done - 	101193653
	0946-2716	8070	JSON file OK - sherpa_id already done - 	9504370
	1610-2940	8071	JSON file OK - sherpa_id already done - 	9806569
	0895-8696	14317	JSON file OK - sherpa_id already done - 	9002991
	0952-3499	7499	JSON file OK - sherpa_id already done - 	9004580
	0362-2525	13896	JSON file OK - sherpa_id already done - 	0406125
	0022-2895	15474	JSON file OK - sherpa_id already done - 	0236512
	2719-6488		JSON file OK - sherpa without items - 	101771247
	0142-4319	14325	JSON file OK - sherpa_id already done - 	8006298
	1108-7161		JSON file OK - sherpa without items - 	101084496
	0022-2917	41239	JSON file OK - sherpa_id already done - 	0014162
	1156-5233		JSON file OK - sherpa without items - 	9425651
	1533-4880	18320	JSON file OK - sherpa_id already done - 	101088195
	1340-3443	13088	JSON file OK - sherpa_id already done - 	101518405
	0163-3864	3082	JSON file OK - sherpa_id already done - 	7906882
	0885-6028		JSON file OK - sherpa without items - 	8703519
	0027-8874	617	JSON file OK - sherpa_id already done - 	7503089
	1052-6773	618	JSON file OK - sherpa_id already done - 	9011255
	1540-1405		JSON file OK - sherpa without items - 	101162515
	0027-9684	33277	JSON file OK - sherpa_id already done - 	7503090
	1934-5798	2024	JSON file OK - sherpa_id already done - 	101468335
	1727-5482		JSON file OK - sherpa without items - 	101292936
	1121-8428	28294	JSON file OK - sherpa_id already done - 	9012268
	0022-3018	8952	JSON file OK - sherpa_id already done - 	0375402
	1741-2560	11322	JSON file OK - sherpa_id already done - 	101217933
	0300-9564	15684	JSON file OK - sherpa_id already done - 	9702341
	0022-3042	3653	JSON file OK - sherpa_id already done - 	2985190R
	1866-1947	15688	JSON file OK - sherpa_id already done - 	101483832
	0953-8194	15941	JSON file OK - sherpa_id already done - 	8913461
	0167-7063	937	JSON file OK - sherpa_id already done - 	8406473
	1051-2284	6908	JSON file OK - sherpa_id already done - 	9102705
	1557-1890	15689	JSON file OK - sherpa_id already done - 	101256586
	0165-5728	14022	JSON file OK - 	8109498
	1759-8478	1939	JSON file OK - sherpa_id already done - 	101517079
	0340-5354	8072	JSON file OK - sherpa_id already done - 	0423161
	0022-3050	1940	JSON file OK - sherpa_id already done - 	2985191R
	1557-0576	8847	JSON file OK - sherpa_id already done - 	101193365
	0022-510X	14140	JSON file OK - 	0375403
	2193-6315	21762	JSON file OK - sherpa_id already done - 	101580767
	2214-3599	28328	JSON file OK - sherpa_id already done - 	101649948
	0167-594X	15686	JSON file OK - sherpa_id already done - 	8309335
	1070-8022	8846	JSON file OK - sherpa_id already done - 	9431308
	0022-3069	8848	JSON file OK - sherpa_id already done - 	2985192R
	0022-3077	32002	JSON file OK - sherpa_id already done - 	0375404
	0895-0172	9896	JSON file OK - sherpa_id already done - 	8911344
	1748-6645	12667	JSON file OK - sherpa_id already done - 	101468753
	0150-9861	10449	JSON file OK - sherpa_id already done - 	7705086
	0270-6474	14136	JSON file OK - sherpa_id already done - 	8102140
	0165-0270	14024	JSON file OK - 	7905558
	0888-0395	8849	JSON file OK - sherpa_id already done - 	8603596
	0360-4012	13908	JSON file OK - sherpa_id already done - 	7600111
	0022-3085		JSON file OK - sherpa without items - 	0253357
	0898-4921	8850	JSON file OK - sherpa_id already done - 	8910749
	1933-0707		JSON file OK - sherpa without items - 	101463759
	0390-5616	32212	JSON file OK - sherpa_id already done - 	0432557
	1547-5654		JSON file OK - sherpa without items - 	101223545
	0897-7151	1464	JSON file OK - sherpa_id already done - 	8811626
	1355-0284	938	JSON file OK - sherpa_id already done - 	9508123
	1345-4676		JSON file OK - sherpa without items - 	100935589
	1071-3581	15693	JSON file OK - sherpa_id already done - 	9423534
	0161-5505	23904	JSON file OK - 	0217410
	0091-4916	23902	JSON file OK - sherpa_id already done - 	0430303
	0002-0443	8821	JSON file OK - sherpa_id already done - 	1263116
	1057-3631	8851	JSON file OK - sherpa_id already done - 	9200672
	0148-4834	4262	JSON file OK - sherpa_id already done - 	7705432
	0966-0429	7084	JSON file OK - sherpa_id already done - 	9306050
	1061-3749	33049	JSON file OK - sherpa_id already done - 	9318902
	1682-3141	8852	JSON file OK - 	101128757
	1527-6546	7696	JSON file OK - sherpa_id already done - 	100911591
	2169-9798	29588	JSON file OK - sherpa_id already done - 	101603887
	0022-3166	6234	JSON file OK - sherpa_id already done - 	0404243
	0955-2863	12850	JSON file OK - sherpa_id already done - 	9010081
	1499-4046	14026	JSON file OK - 	101132622
	2155-1197	18897	JSON file OK - sherpa_id already done - 	101558292
	1279-7707	16408	JSON file OK - sherpa_id already done - 	100893366
	0301-4800		JSON file OK - sherpa without items - 	0402640
	2090-0708	3195	JSON file OK - sherpa_id already done - 	101526295
	0144-3615	940	JSON file OK - sherpa_id already done - 	8309140
	1701-2163		JSON file OK - sherpa without items - 	101126664
	1341-8076	3691	JSON file OK - sherpa_id already done - 	9612761
	0884-2175	15920	JSON file OK - sherpa_id already done - 	8503123
	1545-9624	5696	JSON file OK - sherpa_id already done - 	101189458
	1076-2752	8853	JSON file OK - sherpa_id already done - 	9504688
	1341-9145	40849	JSON file OK - sherpa_id already done - 	9616320
	1076-8998	3495	JSON file OK - sherpa_id already done - 	9612485
	1053-0487	17389	JSON file OK - sherpa_id already done - 	9202814
	1080-7683	1465	JSON file OK - sherpa_id already done - 	9511091
	1345-8957		JSON file OK - sherpa without items - 	101175339
	1078-1552	9319	JSON file OK - sherpa_id already done - 	9511372
	1551-7489		JSON file OK - sherpa without items - 	101234523
	1084-7529	13358	JSON file OK - sherpa_id already done - 	9800943
	1888-4296	20782	JSON file OK - sherpa_id already done - 	101482903
	1349-0079	21312	JSON file OK - 	101226721
	2333-0384	36599	JSON file OK - sherpa_id already done - 	101624698
	0160-6972	10908	JSON file OK - sherpa_id already done - 	7801086
	0278-2391	4785	JSON file OK - 	8206428
	0904-2512	11889	JSON file OK - sherpa_id already done - 	8911934
	0305-182X	7089	JSON file OK - sherpa_id already done - 	0433604
	1343-4934		JSON file OK - sherpa without items - 	9808942
	0022-3263	7797	JSON file OK - sherpa_id already done - 	2985193R
	1434-5293	28296	JSON file OK - sherpa_id already done - 	9713484
	1465-3125	35666	JSON file OK - sherpa_id already done - 	100957268
	0736-0266	6909	JSON file OK - sherpa_id already done - 	8404726
	0949-2658	17212	JSON file OK - sherpa_id already done - 	9604934
	0190-6011	31260	JSON file OK - sherpa_id already done - 	7908150
	1022-5536		JSON file OK - sherpa without items - 	9440382
	0890-5339	8854	JSON file OK - sherpa_id already done - 	8807705
	1590-9921	17213	JSON file OK - sherpa_id already done - 	101090931
	1916-0208		JSON file OK - sherpa without items - 	101479544
	1034-4810	3779	JSON file OK - sherpa_id already done - 	9005421
	1526-5900	14183	JSON file OK - 	100898657
	1536-0288	942	JSON file OK - sherpa_id already done - 	101125608
	0885-3924	14067	JSON file OK - 	8605836
	0030-9982		JSON file OK - sherpa without items - 	7501162
	0825-8597	35452	JSON file OK - sherpa_id already done - 	8610345
	1096-6218	1466	JSON file OK - sherpa_id already done - 	9808462
	0022-3395	17882	JSON file OK - sherpa_id already done - 	7803124
	1877-7171	2027	JSON file OK - sherpa_id already done - 	101567362
	1542-3050	35668	JSON file OK - sherpa_id already done - 	101144384
	0022-3417	6975	JSON file OK - sherpa_id already done - 	0204634
	1549-8417	8855	JSON file OK - sherpa_id already done - 	101233393
	0022-3476	3251	JSON file OK - 	0375410
	0021-7557		JSON file OK - sherpa without items - 	2985188R
	1083-3188	14068	JSON file OK - 	9610774
	0334-018X	18431	JSON file OK - sherpa_id already done - 	9508900
	0277-2116	8856	JSON file OK - sherpa_id already done - 	8211545
	0891-5245	3218	JSON file OK - 	8709735
	1077-4114	8857	JSON file OK - sherpa_id already done - 	9505928
	0882-5963	4786	JSON file OK - 	8607529
	1043-4542		JSON file OK - sherpa without items - 	8917825
	0191-3913	25118	JSON file OK - sherpa_id already done - 	7901143
	0271-6798	8858	JSON file OK - sherpa_id already done - 	8109053
	1060-152X	8859	JSON file OK - sherpa_id already done - 	9300904
	0146-8693	1367	JSON file OK - sherpa_id already done - 	7801773
	1874-5393	2031	JSON file OK - sherpa_id already done - 	101490944
	0022-3468	4787	JSON file OK - 	0052631
	1477-5131	14069	JSON file OK - 	101233150
	2048-7193	21439	JSON file OK - sherpa_id already done - 	101586049
	1075-2617	6910	JSON file OK - sherpa_id already done - 	9506309
	1089-9472	4788	JSON file OK - 	9610507
	0300-5577	3288	JSON file OK - sherpa_id already done - 	0361031
	0893-2190	8860	JSON file OK - sherpa_id already done - 	8801387
	0743-8346	24212	JSON file OK - sherpa_id already done - 	8501884
	0022-3484	11890	JSON file OK - sherpa_id already done - 	0055107
	0022-3492		JSON file OK - sherpa without items - 	8000345
	1750-4589	35158	JSON file OK - sherpa_id already done - 	101271023
	1085-9489	6917	JSON file OK - sherpa_id already done - 	9704532
	0022-3506	15148	JSON file OK - sherpa_id already done - 	2985194R
	0022-3891	5703	JSON file OK - sherpa_id already done - 	1260201
	0885-579X		JSON file OK - sherpa without items - 	8710838
	0022-3514	3496	JSON file OK - sherpa_id already done - 	0014171
	0731-7085	14071	JSON file OK - sherpa_id already done - 	8309336
	0022-3573	20573	JSON file OK - sherpa_id already done - 	0376363
	0897-1900	9323	JSON file OK - sherpa_id already done - 	8900945
	0022-3549	13897	JSON file OK - sherpa_id already done - 	2985195R
	1567-567X	15720	JSON file OK - sherpa_id already done - 	101096520
	0022-3565	9890	JSON file OK - sherpa_id already done - 	0376362
	1347-8613		JSON file OK - sherpa without items - 	101167001
	1056-8719	14072	JSON file OK - sherpa_id already done - 	9206091
	1011-1344	12835	JSON file OK - sherpa_id already done - 	8804966
	0022-3646	6911	JSON file OK - sherpa_id already done - 	9882935
	1543-3080	12252	JSON file OK - sherpa_id already done - 	101189457
	1089-5639	21298	JSON file OK - sherpa_id already done - 	9890903
	1520-6106	21299	JSON file OK - sherpa_id already done - 	101157530
	0953-8984	11325	JSON file OK - sherpa_id already done - 	101165248
	1941-9430	32783	JSON file OK - sherpa_id already done - 	101298201
	0022-3751	6978	JSON file OK - sherpa_id already done - 	0266262
	1880-6791		JSON file OK - sherpa without items - 	101269653
	1138-7548	12993	JSON file OK - sherpa_id already done - 	9812509
	0867-5910		JSON file OK - sherpa without items - 	9114501
	1880-6546	15738	JSON file OK - sherpa_id already done - 	101262417
	1836-9553	17772	JSON file OK - sherpa_id already done - 	101528691
	0742-3098	11891	JSON file OK - sherpa_id already done - 	8504412
	0176-1617	14075	JSON file OK - 	9882059
	0918-9440	15725	JSON file OK - sherpa_id already done - 	9887853
	1748-6815	14076	JSON file OK - 	101264239
	2000-656X	19679	JSON file OK - sherpa_id already done - 	101534130
	0022-3859	4211	JSON file OK - sherpa_id already done - 	2985196R
	2090-2727	3199	JSON file OK - sherpa_id already done - 	101553823
	2274-5807		JSON file OK - sherpa without items - 	101638820
	1085-2352	5716	JSON file OK - sherpa_id already done - 	9702085
	1121-2233		JSON file OK - sherpa without items - 	9214440
	1975-8375		JSON file OK - sherpa without items - 	101242972
	2150-1319	9329	JSON file OK - sherpa_id already done - 	101518419
	1172-6164	25934	JSON file OK - sherpa_id already done - 	101524060
	0278-095X	15739	JSON file OK - sherpa_id already done - 	8213457
	8755-7223	4789	JSON file OK - 	8511298
	0022-3913	3219	JSON file OK - 	0376364
	1059-941X	15970	JSON file OK - sherpa_id already done - 	9301275
	1883-1958		JSON file OK - sherpa without items - 	101490359
	1535-3893	7787	JSON file OK - sherpa_id already done - 	101128775
	1874-3919	14082	JSON file OK - 	101475056
	1351-0126	7086	JSON file OK - sherpa_id already done - 	9439514
	1527-4160	8861	JSON file OK - 	100901141
	0022-3956	14083	JSON file OK - 	0376331
	1180-4882	13679	JSON file OK - sherpa_id already done - 	9107859
	0279-1072	18901	JSON file OK - 	8113536
	0022-3980	18984	JSON file OK - sherpa_id already done - 	0376332
	0090-6905	15732	JSON file OK - sherpa_id already done - 	0333506
	0269-8811	9331	JSON file OK - sherpa_id already done - 	8907828
	0279-3695	4265	JSON file OK - sherpa_id already done - 	8200911
	0734-7332	5720	JSON file OK - sherpa_id already done - 	8309337
	0167-482X	944	JSON file OK - sherpa_id already done - 	8308648
	0022-3999	14084	JSON file OK - 	0376333
	1741-3842	1371	JSON file OK - sherpa_id already done - 	101188638
	0022-4006	15971	JSON file OK - sherpa_id already done - 	0014207
	1078-4659	8862	JSON file OK - sherpa_id already done - 	9505213
	0197-5897	8343	JSON file OK - sherpa_id already done - 	8006508
	1478-2715	33303	JSON file OK - sherpa_id already done - 	101144324
	1742-5689	11598	JSON file OK - sherpa_id already done - 	101217269
	0141-0768	11964	JSON file OK - sherpa_id already done - 	7802879
	2197-3792	28299	JSON file OK - sherpa_id already done - 	101628476
	0449-3060	21943	JSON file OK - sherpa_id already done - 	0376611
	0952-4746	11351	JSON file OK - sherpa_id already done - 	8809257
	1079-9893	945	JSON file OK - sherpa_id already done - 	9509432
	0743-684X	10812	JSON file OK - sherpa_id already done - 	8502670
	1081-597X	4264	JSON file OK - sherpa_id already done - 	9505927
	1945-6123		JSON file OK - sherpa without items - 	9804163
	1650-1977	14447	JSON file OK - sherpa_id already done - 	101088169
	0022-4197	17273	JSON file OK - sherpa_id already done - 	2985199R
	1755-6678	7719	JSON file OK - sherpa_id already done - 	101392167
	1051-2276	4790	JSON file OK - 	9112938
	1470-3203	11635	JSON file OK - sherpa_id already done - 	100971636
	0916-8818		JSON file OK - sherpa without items - 	9438792
	0165-0378	14103	JSON file OK - sherpa_id already done - 	8001906
	0264-6838	16251	JSON file OK - sherpa_id already done - 	8501885
	1050-8392	6912	JSON file OK - sherpa_id already done - 	9109126
	2228-7795		JSON file OK - sherpa without items - 	101480094
	0315-162X	13586	JSON file OK - sherpa_id already done - 	7501984
	0380-0903		JSON file OK - sherpa without items - 	7806058
	1863-2483	16228	JSON file OK - sherpa_id already done - 	101300401
	0890-765X	3761	JSON file OK - sherpa_id already done - 	8508122
	1019-9128		JSON file OK - sherpa without items - 	7503122
	0022-4375	14108	JSON file OK - 	1264241
	0022-4391	15973	JSON file OK - sherpa_id already done - 	0376370
	1059-8405	9522	JSON file OK - sherpa_id already done - 	9206498
	0022-4405	14110	JSON file OK - 	0050303
	0022-5142	6918	JSON file OK - sherpa_id already done - 	0376334
	1440-2440	12929	JSON file OK - 	9812598
	1615-9306	1778	JSON file OK - sherpa_id already done - 	101088554
	0092-623X	5737	JSON file OK - sherpa_id already done - 	7502387
	1743-6095	3654	JSON file OK - sherpa_id already done - 	101230693
	0022-4499	5738	JSON file OK - sherpa_id already done - 	0062647
	1058-2746	3220	JSON file OK - sherpa_id already done - 	9206499
	0962-1105	6913	JSON file OK - sherpa_id already done - 	9214441
	0022-4510	15974	JSON file OK - sherpa_id already done - 	0165053
	0916-8737		JSON file OK - sherpa without items - 	9211664
	0022-4545	16276	JSON file OK - sherpa_id already done - 	0376372
	1552-4256	12182	JSON file OK - sherpa_id already done - 	101235219
	1553-9768		JSON file OK - sherpa without items - 	101158402
	1539-0136	15086	JSON file OK - sherpa_id already done - 	101142025
	1092-4388	14534	JSON file OK - sherpa_id already done - 	9705610
	1079-0268	18456	JSON file OK - sherpa_id already done - 	9504452
	0895-2779	12253	JSON file OK - sherpa_id already done - 	8809258
	2095-2546	37013	JSON file OK - sherpa_id already done - 	101606001
	1056-6716	12255	JSON file OK - sherpa_id already done - 	9206500
	0022-4707	32236	JSON file OK - sherpa_id already done - 	0376337
	0264-0414	5753	JSON file OK - sherpa_id already done - 	8405364
	0960-0760	4709	JSON file OK - 	9015483
	2468-8509		JSON file OK - sherpa without items - 	101701089
	1064-8011	8953	JSON file OK - sherpa_id already done - 	9415084
	1052-3057	4791	JSON file OK - 	9111633
	1047-8477	11384	JSON file OK - 	9011206
	1937-1888	23486	JSON file OK - 	101295847
	1946-584X		JSON file OK - sherpa without items - 	101508051
	0740-5472	14116	JSON file OK - sherpa_id already done - 	8500909
	1931-7204	14117	JSON file OK - 	101303204
	0022-4790	13898	JSON file OK - sherpa_id already done - 	0222643
	1548-825X		JSON file OK - sherpa without items - 	101197881
	0022-4804	11385	JSON file OK - 	0376340
	0909-0495	42	JSON file OK - sherpa_id already done - 	9888878
	1357-633X	11963	JSON file OK - sherpa_id already done - 	9506702
	0022-4901	15160	JSON file OK - sherpa_id already done - 	0252052
