NlmUniqueID	issn	sherpa_id	result	journal
	0300-0664	11756	JSON file OK - sherpa_id already done - 	0346653
	1868-7075	21406	JSON file OK - sherpa_id already done - 	101516977
	0954-7894	141	JSON file OK - sherpa_id already done - 	8906443
	0307-6938	7630	JSON file OK - sherpa_id already done - 	7606847
	1064-1963	778	JSON file OK - sherpa_id already done - 	9305929
	0009-9104	475	JSON file OK - sherpa_id already done - 	0057202
	1591-8890	11916	JSON file OK - sherpa_id already done - 	100973405
	0262-0898	28181	JSON file OK - sherpa_id already done - 	8409970
	1342-1751	11918	JSON file OK - sherpa_id already done - 	9709923
	1442-6404	18793	JSON file OK - sherpa_id already done - 	100896531
	0816-4622	7631	JSON file OK - sherpa_id already done - 	8703442
	0305-1870	140	JSON file OK - sherpa_id already done - 	0425076
	0392-856X		JSON file OK - sherpa without items - 	8308521
	1542-3565	4740	JSON file OK - 	101160775
	0009-9163	11855	JSON file OK - sherpa_id already done - 	0253664
	1558-7673	20473	JSON file OK - sherpa_id already done - 	101260955
	0749-0690	4751	JSON file OK - sherpa_id already done - 	8603766
	0731-7115	5051	JSON file OK - sherpa_id already done - 	8300869
	1386-0291	1806	JSON file OK - sherpa_id already done - 	9709206
	0899-7071	15532	JSON file OK - sherpa_id already done - 	8911831
	1521-6616	11277	JSON file OK - 	100883537
	1523-0899	14552	JSON file OK - sherpa_id already done - 	100888977
	1058-4838	3837	JSON file OK - sherpa_id already done - 	9203213
	1176-9092		JSON file OK - sherpa without items - 	101273480
	0147-958X		JSON file OK - sherpa without items - 	7804071
	0214-9168	19918	JSON file OK - sherpa_id already done - 	9208512
	1555-9041	10323	JSON file OK - sherpa_id already done - 	101271570
	1865-7257	11921	JSON file OK - sherpa_id already done - 	101477246
	1092-1095	32825	JSON file OK - sherpa_id already done - 	9705336
	0749-8047	8945	JSON file OK - sherpa_id already done - 	8507389
	1050-642X	8742	JSON file OK - sherpa_id already done - 	9103300
	1433-6510		JSON file OK - sherpa without items - 	9705611
	0272-2712	4752	JSON file OK - sherpa_id already done - 	8100174
	0269-9206	811	JSON file OK - sherpa_id already done - 	8802622
	1089-3261	4753	JSON file OK - sherpa_id already done - 	9710002
	1525-7304	20474	JSON file OK - sherpa_id already done - 	100893225
	2152-2650	20475	JSON file OK - 	101525386
	1470-2118		JSON file OK - sherpa without items - 	101092853
	1539-4182		JSON file OK - sherpa without items - 	101175887
	1198-743X	876	JSON file OK - sherpa_id already done - 	9516420
	0893-8512	6216	JSON file OK - sherpa_id already done - 	8807282
	2287-2728		JSON file OK - sherpa without items - 	101586730
	0301-0430	15107	JSON file OK - sherpa_id already done - 	0364441
	0303-8467	15533	JSON file OK - 	7502039
	0722-5091	15108	JSON file OK - sherpa_id already done - 	8214420
	0362-5664	8743	JSON file OK - sherpa_id already done - 	7607910
	1388-2457	15534	JSON file OK - 	100883319
	1385-4046	21570	JSON file OK - sherpa_id already done - 	8806548
	1869-1439	11922	JSON file OK - sherpa_id already done - 	101526693
	0363-9762	8744	JSON file OK - sherpa_id already done - 	7611109
	1054-7738	9066	JSON file OK - sherpa_id already done - 	9208508
	0887-6274	8745	JSON file OK - sherpa_id already done - 	8709115
	0261-5614	15536	JSON file OK - 	8309603
	1758-8103	18794	JSON file OK - sherpa_id already done - 	101560587
	0009-9201	8746	JSON file OK - sherpa_id already done - 	0070014
	0936-6555	4741	JSON file OK - 	9002902
	0905-7161	11856	JSON file OK - sherpa_id already done - 	9105713
	1432-6981	7892	JSON file OK - sherpa_id already done - 	9707115
	0009-921X	11928	JSON file OK - sherpa_id already done - 	0075674
	2005-291X		JSON file OK - sherpa without items - 	101505087
	1749-4478	144	JSON file OK - sherpa_id already done - 	101247023
	0009-9228	9067	JSON file OK - sherpa_id already done - 	0372606
	0095-5108	4754	JSON file OK - sherpa_id already done - 	7501306
	0312-5963	18255	JSON file OK - sherpa_id already done - 	7606849
	2160-763X	20980	JSON file OK - sherpa_id already done - 	101572899
	0009-9236	1636	JSON file OK - sherpa_id already done - 	0372741
	1475-0961	3791	JSON file OK - sherpa_id already done - 	101137604
	0094-1298	4755	JSON file OK - sherpa_id already done - 	0424767
	0891-8422	4756	JSON file OK - sherpa_id already done - 	8604974
	1063-3995	3718	JSON file OK - sherpa_id already done - 	9416196
	0272-7358	15169	JSON file OK - sherpa_id already done - 	8111117
	0009-9260	4743	JSON file OK - sherpa_id already done - 	1306016
	0269-2155	9068	JSON file OK - sherpa_id already done - 	8802181
	1861-0684	7893	JSON file OK - sherpa_id already done - 	101264123
	1861-0706	17509	JSON file OK - sherpa_id already done - 	101538987
	2210-7401	18464	JSON file OK - 	101553659
	1752-6981		JSON file OK - sherpa without items - 	101315570
	1080-0549	11951	JSON file OK - sherpa_id already done - 	9504368
	0770-3198	11953	JSON file OK - sherpa_id already done - 	8211469
	0143-5221	15038	JSON file OK - sherpa_id already done - 	7905731
	2380-0186	32773	JSON file OK - sherpa_id already done - 	101675083
	0278-5919	4757	JSON file OK - sherpa_id already done - 	8112473
	1743-4971	15810	JSON file OK - sherpa_id already done - 	101227511
	0009-9074		JSON file OK - sherpa without items - 	0372604
	0149-2918	15540	JSON file OK - sherpa_id already done - 	7706726
	1556-3650	828	JSON file OK - sherpa_id already done - 	101241654
	1699-048X	11919	JSON file OK - sherpa_id already done - 	101247119
	1752-8054	14550	JSON file OK - sherpa_id already done - 	101474067
	0902-0063	11857	JSON file OK - sherpa_id already done - 	8710240
	1740-7745	9069	JSON file OK - sherpa_id already done - 	101197451
	1807-5932		JSON file OK - sherpa without items - 	101244734
	0045-7183	2249	JSON file OK - 	0057664
	0820-3946	32008	JSON file OK - sherpa_id already done - 	9711805
	1172-7047	18256	JSON file OK - sherpa_id already done - 	9431220
	1871-5273	3889	JSON file OK - sherpa_id already done - 	101269155
	1755-5930	2460	JSON file OK - sherpa_id already done - 	101473265
	2045-0907	25351	JSON file OK - sherpa_id already done - 	101594668
	1092-8529	24455	JSON file OK - sherpa_id already done - 	9702877
	1467-0100	1028	JSON file OK - sherpa_id already done - 	101121166
	1530-7026	13118	JSON file OK - sherpa_id already done - 	101083946
	1543-3633	8748	JSON file OK - 	101167278
	1650-6073	5057	JSON file OK - sherpa_id already done - 	101143317
	0269-9931	1202	JSON file OK - sherpa_id already done - 	8710375
	1354-6805	14031	JSON file OK - sherpa_id already done - 	9713497
	0264-3294	1204	JSON file OK - sherpa_id already done - 	8411889
	1758-8928	14033	JSON file OK - sherpa_id already done - 	101518151
	1612-4782	7896	JSON file OK - sherpa_id already done - 	101177984
	0010-0285	16052	JSON file OK - 	0241111
	0364-0213	6843	JSON file OK - sherpa_id already done - 	7708195
	0010-0277	16793	JSON file OK - 	0367541
	1940-3402		JSON file OK - sherpa without items - 	101524530
	0091-7451		JSON file OK - sherpa without items - 	1256107
	0927-7765	15503	JSON file OK - sherpa_id already done - 	9315133
	0120-8322		JSON file OK - sherpa without items - 	9212578
	1462-8910	7632	JSON file OK - sherpa_id already done - 	100883611
	1386-2073	1972	JSON file OK - sherpa_id already done - 	9810948
	1612-1783	11711	JSON file OK - sherpa_id already done - 	101201068
	0265-539X		JSON file OK - sherpa without items - 	8411261
	0301-5661	11858	JSON file OK - sherpa_id already done - 	0410263
	0010-3853	17205	JSON file OK - sherpa_id already done - 	0005735
	1095-6433	27880	JSON file OK - sherpa_id already done - 	9806096
	1096-4959	27881	JSON file OK - sherpa_id already done - 	9516061
	1532-0456	27882	JSON file OK - sherpa_id already done - 	100959500
	1744-117X	12819	JSON file OK - sherpa_id already done - 	101270611
	0147-9571	12855	JSON file OK - sherpa_id already done - 	7808924
	1532-0820		JSON file OK - sherpa without items - 	100900466
	1548-8578		JSON file OK - sherpa without items - 	9600713
	2504-2092	32905	JSON file OK - sherpa_id already done - 	101698453
	1744-3881	15541	JSON file OK - 	101225531
	0965-2299	12914	JSON file OK - 	9308777
	2469-4193	31203	JSON file OK - sherpa_id already done - 	101682864
	0010-440X	4758	JSON file OK - 	0372612
	1476-9271	11156	JSON file OK - sherpa_id already done - 	101157394
	0010-4825	4583	JSON file OK - sherpa_id already done - 	1250250
	1538-2931	8732	JSON file OK - sherpa_id already done - 	101141667
	1687-5265	3065	JSON file OK - sherpa_id already done - 	101279357
	1748-670X		JSON file OK - sherpa without items - 	101277751
	0895-6111	4578	JSON file OK - sherpa_id already done - 	8806104
	1025-5842	5094	JSON file OK - sherpa_id already done - 	9802899
	0169-2607	12500	JSON file OK - sherpa_id already done - 	8506513
	0914-3505	3678	JSON file OK - sherpa_id already done - 	9306292
	0300-8207	781	JSON file OK - sherpa_id already done - 	0365263
	1053-8100	16797	JSON file OK - 	9303140
	0888-8892	877	JSON file OK - sherpa_id already done - 	9882301
	1367-0484	16866	JSON file OK - sherpa_id already done - 	9712714
	0105-1873	11859	JSON file OK - sherpa_id already done - 	7604950
	1551-7144	15542	JSON file OK - sherpa_id already done - 	101242342
	1037-6178	4110	JSON file OK - sherpa_id already done - 	9211867
	1080-2371	19306	JSON file OK - sherpa_id already done - 	9509333
	0010-7824	16867	JSON file OK - 	0234361
	1555-4309	7431	JSON file OK - sherpa_id already done - 	101286760
	0302-5144		JSON file OK - sherpa without items - 	7513582
	1541-2555	782	JSON file OK - sherpa_id already done - 	101211769
	0277-3740	8749	JSON file OK - sherpa_id already done - 	8216186
	0954-6928	8750	JSON file OK - sherpa_id already done - 	9011445
	0010-9452	16868	JSON file OK - 	0100725
	0886-9634	38923	JSON file OK - sherpa_id already done - 	8609491
	1078-4535	33041	JSON file OK - sherpa_id already done - 	9505022
	0957-9664	7433	JSON file OK - sherpa_id already done - 	9309668
	0227-5910	8443	JSON file OK - sherpa_id already done - 	8218602
	2573-1599	37039	JSON file OK - sherpa_id already done - 	101738191
	1364-8535	2515	JSON file OK - sherpa_id already done - 	9801902
	0749-0704	4759	JSON file OK - sherpa_id already done - 	8507720
	0090-3493	8751	JSON file OK - sherpa_id already done - 	0355501
	0899-5885	4760	JSON file OK - sherpa_id already done - 	8912620
	0887-9303	8752	JSON file OK - sherpa_id already done - 	8704517
	0279-5442	10923	JSON file OK - sherpa_id already done - 	8207799
	1535-282X	8753	JSON file OK - sherpa_id already done - 	101165286
	1040-8347	5129	JSON file OK - sherpa_id already done - 	9004784
	1040-9238	784	JSON file OK - sherpa_id already done - 	8903774
	0278-940X	3523	JSON file OK - sherpa_id already done - 	8208627
	0738-8551	785	JSON file OK - sherpa_id already done - 	8505177
	1040-8363	786	JSON file OK - sherpa_id already done - 	8914816
	1045-4403	3524	JSON file OK - sherpa_id already done - 	9007261
	1040-8398	5131	JSON file OK - sherpa_id already done - 	8914818
	1040-8401	3544	JSON file OK - sherpa_id already done - 	8914819
	1040-841X	787	JSON file OK - sherpa_id already done - 	8914274
	0893-9675	3546	JSON file OK - sherpa_id already done - 	8914610
	1040-8428	15170	JSON file OK - 	8916049
	0743-4863	3548	JSON file OK - sherpa_id already done - 	8511159
	1040-8444	788	JSON file OK - sherpa_id already done - 	8914275
	0353-9504	40202	JSON file OK - sherpa_id already done - 	9424324
	0143-2044		JSON file OK - sherpa without items - 	9891832
	0011-2240	11157	JSON file OK - 	0006252
	1132-1989	39733	JSON file OK - sherpa_id already done - 	101312976
	1369-1058	5144	JSON file OK - sherpa_id already done - 	100883416
	0165-005X	13074	JSON file OK - sherpa_id already done - 	7707467
	1099-9809	3413	JSON file OK - 	100956435
	0379-8577	21382	JSON file OK - sherpa_id already done - 	7901092
	1874-6098	1973	JSON file OK - sherpa_id already done - 	101473576
	1529-7322	11169	JSON file OK - sherpa_id already done - 	101096440
	1567-2050	1974	JSON file OK - sherpa_id already done - 	101208441
	1523-3804	11170	JSON file OK - sherpa_id already done - 	100897685
	0960-9822	6585	JSON file OK - sherpa_id already done - 	9107782
	1568-0096	3890	JSON file OK - 	101094211
	1523-3782	11188	JSON file OK - sherpa_id already done - 	100888969
	1573-403X	3892	JSON file OK - sherpa_id already done - 	101261935
	1573-4099	3896	JSON file OK - sherpa_id already done - 	101265750
	1534-4827	11177	JSON file OK - sherpa_id already done - 	101093791
	1573-3998	3897	JSON file OK - sherpa_id already done - 	101253260
	1567-2018	3899	JSON file OK - sherpa_id already done - 	101208455
	1570-1638	3900	JSON file OK - sherpa_id already done - 	101157212
	1389-2002	3901	JSON file OK - sherpa_id already done - 	100960533
	2589-9775	3898	JSON file OK - sherpa_id already done - 	101735701
	1574-8863	3902	JSON file OK - sherpa_id already done - 	101270895
	1389-4501	3903	JSON file OK - sherpa_id already done - 	100960531
	0271-3683	789	JSON file OK - sherpa_id already done - 	8104312
	1522-8037	11179	JSON file OK - sherpa_id already done - 	100888896
	1566-5232	3906	JSON file OK - sherpa_id already done - 	101125446
	0172-8083	7908	JSON file OK - sherpa_id already done - 	8004904
	1546-9530	11181	JSON file OK - sherpa_id already done - 	101196487
	1558-8211	11182	JSON file OK - sherpa_id already done - 	101262565
	1570-162X	3908	JSON file OK - sherpa_id already done - 	101156990
	1548-3568	11184	JSON file OK - sherpa_id already done - 	101235661
	1522-6417	11185	JSON file OK - sherpa_id already done - 	100888982
	1573-4021	3909	JSON file OK - sherpa_id already done - 	101239891
	0929-8673		JSON file OK - sherpa without items - 	9440157
	0300-7995	790	JSON file OK - sherpa_id already done - 	0351014
	2096-5230	41467	JSON file OK - sherpa_id already done - 	101729993
	0343-8651	13017	JSON file OK - sherpa_id already done - 	7808448
	1566-5240	3916	JSON file OK - sherpa_id already done - 	101093076
	1874-4672	3917	JSON file OK - sherpa_id already done - 	101467997
	1528-4042	11187	JSON file OK - sherpa_id already done - 	100931790
	1570-159X	3919	JSON file OK - sherpa_id already done - 	101157239
	1567-2026	3920	JSON file OK - sherpa_id already done - 	101208439
	1198-0052		JSON file OK - sherpa without items - 	9502503
	1523-3790	11189	JSON file OK - sherpa_id already done - 	100888967
	1528-4050	8754	JSON file OK - sherpa_id already done - 	100936359
	0952-7907	8755	JSON file OK - sherpa_id already done - 	8813436
	0958-1669	11159	JSON file OK - 	9100492
	0268-4705	8756	JSON file OK - sherpa_id already done - 	8608087
	0955-0674	11160	JSON file OK - 	8913428
	1367-5931	11161	JSON file OK - 	9811312
	1363-1950	8757	JSON file OK - sherpa_id already done - 	9804399
	1070-5295	8758	JSON file OK - sherpa_id already done - 	9504454
	1752-296X	8759	JSON file OK - sherpa_id already done - 	101308636
	0267-1379	8760	JSON file OK - sherpa_id already done - 	8506887
	0959-437X	27897	JSON file OK - sherpa_id already done - 	9111375
	1065-6251	8761	JSON file OK - sherpa_id already done - 	9430802
	1746-630X	8762	JSON file OK - sherpa_id already done - 	101264945
	0952-7915	11164	JSON file OK - 	8900118
	0951-7375	8763	JSON file OK - sherpa_id already done - 	8809878
	2214-5745	30794	JSON file OK - 	101635599
	0957-9672	8764	JSON file OK - sherpa_id already done - 	9010000
	1369-5274	11165	JSON file OK - 	9815056
	1062-4821	8765	JSON file OK - sherpa_id already done - 	9303753
	0959-4388	11166	JSON file OK - 	9111376
	1350-7540	8766	JSON file OK - sherpa_id already done - 	9319162
	1040-872X	8767	JSON file OK - sherpa_id already done - 	9007264
	1040-8746	8768	JSON file OK - sherpa_id already done - 	9007265
	1040-8738	8769	JSON file OK - sherpa_id already done - 	9011108
	1087-2418	8770	JSON file OK - sherpa_id already done - 	9717388
	1068-9508	8772	JSON file OK - sherpa_id already done - 	9417024
	1040-8703	8773	JSON file OK - sherpa_id already done - 	9000850
	1471-4892	11167	JSON file OK - 	100966133
	1369-5266	11168	JSON file OK - 	100883395
	0951-7367	8774	JSON file OK - sherpa_id already done - 	8809880
	2352-250X	29732	JSON file OK - sherpa_id already done - 	101649136
	1070-5287	8775	JSON file OK - sherpa_id already done - 	9503765
