NlmUniqueID	Title	MedlineTA	PublicationInfo/Country	PublicationInfo/Place	PublicationInfo/Publisher	PublicationInfo/PublicationFirstYear	PublicationInfo/PublicationEndYear	PublicationInfo/Frequency	ISSN[@IssnType="Electronic"]	ISSN[@IssnType="Print"]	ISSNLinking	Language	TitleContinuationYN	IndexingStartDate	CurrentlyIndexedYN	IndexOnlineYN	IndexingSubset	IndexingSelectedURL	ReportedMedlineYN	
0070154	Acta científica venezolana	Acta Cient Venez	Venezuela	[Caracas]	Asociación Venezolana para el Avance de la Ciencia.	1950	2004	Six no. a year		0001-5504	0001-5504	spa	N		N	N	IM		Y	
9103983	Acta cirúrgica brasileira	Acta Cir Bras	Brazil	Sao Paulo	Sociedade Brasileira Para O Desenvolvimento Da Pesquisa Em Cirurgia Curso De Pos-Graduacao Em Tecnica Operatoria E Cirurgia Experimental Escola Paulista De Medicina	1986		Quarterly	1678-2674	0102-8650	0102-8650	eng	N	2005	Y	Y	IM	http://www.scielo.br/scielo.php?script=sci_issues&pid=0102-8650&lng=en&nrm=iso	Y	
0370306	Acta clinica Belgica	Acta Clin Belg	England	Abingdon	Taylor & Francis	1946		Six no. a year	2295-3337	1784-3286	1784-3286	eng	N	1965	Y	Y	IM	http://www.tandfonline.com/toc/yacb20/current	Y	
0043523	Acta clinica Belgica. Supplementum	Acta Clin Belg Suppl	Belgium	Bruxelles	A Van Tilburg	1965	1993	Irregular		0567-7386	0567-7386	eng	N		N	N	IM		Y	
9425483	Acta clinica Croatica	Acta Clin Croat	Croatia	Zagreb	Sestre Milosrdnice University Hospital, Institute for Clinical Medical Research	1991		Four no. a year	1333-9451	0353-9466	0353-9466	eng	N	2008	Y	Y	IM	http://hrcak.srce.hr/acta-clinica-croatica	Y	
8503035	Acta clínica odontológica : organo de difusion academica de Sociedad Antioqueña de Endodoncistas ... [et al.]	Acta Clin Odontol	Colombia	Medellin	Sociedad Antioquena De Endodoncistas	1980	1984	Irregular		0120-9906	0120-9906	spa	N		N	N	D		Y	
0211526	Acta crystallographica	Acta Crystallogr	Denmark	Copenhagen	Munksgaard International Publishers	1948	1967	12 no. a year,		0365-110X	0365-110X	eng	N		N	N	IM	http://onlinelibrary.wiley.com/journal/10.1107/S0365110X/issues	Y	
0211627	Acta crystallographica. Section A, Crystal physics, diffraction, theoretical and general crystallography	Acta Crystallogr A	Denmark	Copenhagen	Published for the International Union of Crystallography by Munksgaard.	1968	1982	Bimonthly		0567-7394	0567-7394	eng	N		N	N	IM		Y	
8305825	Acta crystallographica. Section A, Foundations of crystallography	Acta Crystallogr A	United States	Malden, MA	Wiley-Blackwell Pub.	1983	2013	Bimonthly,	1600-5724	0108-7673	0108-7673	eng	N		N	Y	IM	http://journals.iucr.org/a/	Y	
101620182	Acta crystallographica. Section A, Foundations and advances	Acta Crystallogr A Found Adv	United States	Malden, MA	John Wiley & Sons Ltd	2014		Bimonthly	2053-2733		2053-2733	eng	Y	2014	Y	Y	IM	http://journals.iucr.org/a/	Y	
8403252	Acta crystallographica. Section B, Structural science	Acta Crystallogr B	United States	Malden, MA	Wiley-Blackwell	1983	2012	Bimonthly	1600-5740	0108-7681	0108-7681	eng	N		N	Y	IM	http://journals.iucr.org/b/	Y	
0211630	Acta crystallographica. Section B: Structural crystallography and crystal chemistry	Acta Crystallogr B	Denmark	Copenhagen	Published for the International Union of Crystallography by Munksgaard.	1968	1982	Monthly		0567-7408	0567-7408	eng	N		N	N	IM		Y	
101609037	Acta crystallographica Section B, Structural science, crystal engineering and materials	Acta Crystallogr B Struct Sci Cryst Eng Mater	England	Oxford	Wiley-Blackwell	2013		Bimonthly	2052-5206	2052-5192	2052-5192	eng	Y	2013	Y	Y	IM	http://journals.iucr.org/b/	Y	
8305826	Acta crystallographica. Section C, Crystal structure communications	Acta Crystallogr C	United States	Malden, MA	Wiley-Blackwell	1983	2013	Monthly	1600-5759	0108-2701	0108-2701	eng	N		N	Y	IM	http://onlinelibrary.wiley.com/journal/10.1107/S20532296/issues	Y	
101620313	Acta crystallographica. Section C, Structural chemistry	Acta Crystallogr C Struct Chem	England	Chester	International Union of Crystallography	2014		Monthly	2053-2296		2053-2296	eng	Y	2014	Y	Y	IM	http://onlinelibrary.wiley.com/journal/10.1107/S20532296	Y	
9305878	Acta crystallographica. Section D, Biological crystallography	Acta Crystallogr D Biol Crystallogr	United States	Malden, MA	Wiley-Blackwell	1993	2015	Monthly,	1399-0047	0907-4449	0907-4449	eng	N		N	Y	IM	http://journals.iucr.org/d/	Y	
101676043	Acta crystallographica. Section D, Structural biology	Acta Crystallogr D Struct Biol	United States	Medford, MA	John Wiley & Sons	2016		Monthly	2059-7983		2059-7983	eng	Y	2016	Y	Y	IM	http://journals.iucr.org/d/	Y	
101620319	Acta crystallographica. Section F, Structural biology communications	Acta Crystallogr F Struct Biol Commun	United States	Malden, MA	John Wiley & Sons Inc.	2013		Monthly	2053-230X		2053-230X	eng	Y	2014	Y	Y	IM	http://journals.iucr.org/f/	Y	
101226117	Acta crystallographica. Section F, Structural biology and crystallization communications	Acta Crystallogr Sect F Struct Biol Cryst Commun	England	Oxford, England	Wiley-Blackwell	2005	2013	Monthly	1744-3091		1744-3091	eng	N		N	Y	IM	http://journals.iucr.org/f/	Y	
0370307	Acta cytologica	Acta Cytol	Switzerland	Basel	Karger	1957		Bimonthly,	1938-2650	0001-5547	0001-5547	eng	N	1964	Y	Y	IM	http://www.karger.com/acy	Y	
0370310	Acta dermato-venereologica	Acta Derm Venereol	Sweden	Uppsala	Society for the Publication of Acta Dermato-Venereologica	1920		Bimonthly	1651-2057	0001-5555	0001-5555	eng	N	1965	Y	Y	IM	http://www.medicaljournals.se/acta/content/	Y	
0370311	Acta dermato-venereologica. Supplementum	Acta Derm Venereol Suppl (Stockh)	Norway	Oslo	Scandinavian University Press	1929	2008	Irregular		0365-8341	0365-8341	eng	N		N	Y	IM	http://www.medicaljournals.se/acta/content/	Y	
0266344	Acta dermatologica-Kyoto. English edition	Acta Dermatol Kyoto Engl Ed	Japan	Kyoto	Kyoto University. Department Of Dermatology, Faculty Of Medicine	1967	1972	Annual		0376-0189	0376-0189	eng	N		N	N	IM		Y	
9422563	Acta dermatovenerologica Alpina, Pannonica, et Adriatica	Acta Dermatovenerol Alp Pannonica Adriat	Slovenia	Ljubljana	Združenje Slovenskih Dermatovenerologov	1992		Quarterly	1581-2979	1318-4458	1318-4458	eng	N	2005	Y	Y	IM	http://www.acta-apa.org/	Y	
9433781	Acta dermatovenerologica Croatica : ADC	Acta Dermatovenerol Croat	Croatia	Zagreb	Croatian Dermatovenerological Society	1993		Four no. a year	1847-6538	1330-027X	1330-027X	hrv	N	2001	Y	Y	IM	http://adc.mef.hr/index.php/adc/issue/archive	Y	
9200299	Acta diabetologica	Acta Diabetol	Germany	Berlin	Springer Verlag	1991		Four no. a year	1432-5233	0940-5429	0940-5429	eng	N	1991	Y	Y	IM	https://link.springer.com/journal/592	Y	
0123567	Acta diabetologica latina	Acta Diabetol Lat	Italy	Milano	Casa editrice Il Ponte.	1964	1991	Quarterly		0001-5563	0001-5563	eng	N		N	N	IM		Y	
0236000	Acta embryologiae experimentalis	Acta Embryol Exp (Palermo)	Italy	Palermo	Industria Grafica Nazionale	1969	1979	Three no. a year		0065-1184	0065-1184	eng	N		N	N	IM		Y	
0235532	Acta embryologiae et morphologiae experimentalis	Acta Embryol Morphol Exp	Italy	Palermo	Denaro	1957	1968			0567-7416	0567-7416	eng	N		N	N	IM		Y	
8108943	Acta embryologiae et morphologiae experimentalis ("Halocynthia" Association")	Acta Embryol Morphol Exp	Italy	Palermo	Halocynthia Association	1980	1991	Three no. a year		0391-9706	0391-9706	eng	N		N	N	IM		Y	
0370312	Acta endocrinologica	Acta Endocrinol (Copenh)	Denmark	Copenhagen	Periodica	1948	1993	Monthly		0001-5598	0001-5598	eng	N		N	N	IM		Y	
14530070R	Acta endocrinologica Iberica	Acta Endocrinol Iber	Portugal	Porto, Madrid	Sociedades Española y Portuguesa de Endocrinología.	1951	1952			0400-4000	0400-4000	mul	N		N	N	OM		Y	
0370313	Acta endocrinologica. Supplementum	Acta Endocrinol Suppl (Copenh)	Denmark	Copenhagen	Periodica	1948	1988	Irregular		0300-9750	0300-9750	eng	N		N	N	IM		Y	
1300660	Acta Europaea fertilitatis	Acta Eur Fertil	Italy	Palermo	Cofese	1969	1995	Bimonthly		0587-2421	0587-2421	eng	N		N	N	IM		Y	
0414075	Acta gastro-enterologica Belgica	Acta Gastroenterol Belg	Belgium	Wetteren, Belgium	Universa Press	1946		Four no. a year		1784-3227	1784-3227	eng	N	1965	Y	N	IM		Y	
0261505	Acta gastroenterologica Latinoamericana	Acta Gastroenterol Latinoam	Argentina	Buenos Aires, Argentina	Sociedad Argentina de Gastoenterología	1969		Five no. a year	2469-1119	0300-9033	0300-9033	spa	N		N	N	IM		Y	
0370314	Acta geneticae medicae et gemellologiae	Acta Genet Med Gemellol (Roma)	Italy	Rome	Mendel Institute	1952	1998	Quarterly,		0001-5660	0001-5660	eng	N		N	N	IM		Y	
0200600	Acta genetica et statistica medica	Acta Genet Stat Med	Switzerland	Basel	Karger.	1948	1968			0567-7440	0567-7440	eng	N		N	N	IM		Y	
7501996	Acta gerontologica	Acta Gerontol (Milano)	Italy	Pavia	Edizioni Cardano	1951	1999	Quarterly		0001-5741	0001-5741	ita	N		N	N	IM		Y	
0370317	Acta ginecológica	Acta Ginecol (Madr)	Spain	Madrid	Editores Medicos S.A.(Edimsa)	1950		Ten no. a year		0001-5776	0001-5776	spa	N		N	N	J		Y	
0147664	Acta gynaecologica et obstetrica Hispano-Lusitana	Acta Gynaecol Obstet Hisp Lusit	Portugal	Porto	Mário Cardia.	1951	1966	Six no. a year		0001-5784	0001-5784	spa	N		N	N	IM		Y	
0141053	Acta haematologica	Acta Haematol	Switzerland	Basel	Karger.	1948		Eight no. a year	1421-9662	0001-5792	0001-5792	eng	N	1965	Y	Y	IM	http://www.karger.com/aha	Y	
0262610	Acta haematologica Polonica	Acta Haematol Pol	Poland	Warsaw, Poland	Sciendo	1970		Four no. a year		0001-5814	0001-5814	pol	N		N	N	IM		Y	
0340734	Acta hepato-gastroenterologica	Acta Hepatogastroenterol (Stuttg)	Germany	Stuttgart	Thieme	1972	1979	Six no. a year		0300-970X	0300-970X	eng	N		N	N	IM		Y	
0340735	Acta hepato-splenologica	Acta Hepatosplenol	Germany	Stuttgart	Georg Thieme Verlag	1959	1971	Bimonthly		0001-5822	0001-5822	eng	N		N	N	IM		Y	
0060677	Acta historica Leopoldina	Acta Hist Leopoldina	Germany	Leipzig	Johann Ambrosius Barth	196u		Irregular		0001-5857	0001-5857	ger	N		N	N	QIS		Y	
7907017	Acta histórico-médica vallisoletana. Monografías	Acta Hist Med Vallisoletana Monogr	Spain	Valladolid	Universidad de Valladolid, Ediciónes del Secretariado de Publicaciónes	1973		Irregular		0210-9360	0210-9360	spa	N		N	N	QIS		Y	
0416660	Acta historica scientiarum naturalium et medicinalium	Acta Hist Sci Nat Med	Denmark	Copenhagen	Museum Tusculanum Press	1942		Irregular		0065-1311	0065-1311	eng	N		N	N	QIS		Y	
0370320	Acta histochemica	Acta Histochem	Germany	Jena	Gustav Fischer Verlag	1954		Six no. a year,	1618-0372	0065-1281	0065-1281	ger	N	1964	Y	Y	IM	http://www.sciencedirect.com/science/journal/00651281	Y	
0061372	Acta histochemica. Supplementband	Acta Histochem Suppl	Germany	Jena	Gustav Fischer Verlag	1958	1992	Irregular		0567-7556	0567-7556	ger	N		N	N	IM		Y	
0401031	Acta hospitalia	Acta Hosp	Belgium	Louvain	Katholieke Universiteit	1961		Annual,		0044-6009	0044-6009	eng	N		N	N	H		Y	
0370321	Acta ibérica radiológica-cancerológica	Acta Iber Radiol Cancerol	Spain	Madrid	Acta Iberica Radiologica Cancerologica	1952	1980	Quarterly		0001-589X	0001-589X	spa	N		N	N	IM		Y	
0421025	Acta isotopica	Acta Isot (Padova)	Italy	Padova	Casa Editrice Dott. Antonio Milani	1961	1971	Irregular		0001-5911	0001-5911	eng	N		N	N	IM		Y	
0413650	Acta Leidensia	Acta Leiden	Netherlands	Leiden	Institut Voor Tropische Geneeskunde	1926	1992	Semiannual		0065-1362	0065-1362	eng	N		N	N	IM		Y	
0037353	Acta leprologica	Acta Leprol	Switzerland	Genève	Ordre souverain et militaire de Malte	1960	200u	Quarterly		0001-5938	0001-5938	eng	N		N	N	IM		Y	
101587903	Acta medica academica	Acta Med Acad	Bosnia and Herzegovina	Sarajevo	Akademija nauka i umjetnosti Bosne i Hercegovine	2006		Three issues a year,	1840-2879	1840-1848	1840-1848	eng	N	2012	Y	Y	IM	http://www.ama.ba/index.php/ama/issue/archive	Y	
0370323	Acta medica Academiae Scientiarum Hungaricae	Acta Med Acad Sci Hung	Hungary	Budapest	Akademiai Kiado	1950	1982	Irregular		0001-5989	0001-5989	eng	N		N	N	IM		Y	
7501997	Acta medica Austriaca	Acta Med Austriaca	Austria	Wien	Springer Verlag	1974	2004	Five no. a year	1563-2571	0303-8173	0303-8173	ger	N		N	N	IM	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1563-2571	Y	
7502262	Acta medica Austriaca. Supplement	Acta Med Austriaca Suppl	Austria	[Wien?]	Blackwell	1974	2004	Irregular		0303-8181	0303-8181	ger	N		N	N	IM		Y	
0243663	Acta medica et biologica	Acta Med Biol (Niigata)	Japan	Niigata	Niigata University. School Of Medicine	1953	2008	Quarterly		0567-7734	0567-7734	eng	N		N	N	IM	http://ci.nii.ac.jp/vol_issue/nels/AA00508361_en.html	Y	
9208249	Acta medica Croatica : c̆asopis Hravatske akademije medicinskih znanosti	Acta Med Croatica	Croatia	Zagreb	Croatian Academy Of Medical Sciences	1991		Five no. a year	1848-8897	1330-0164	1330-0164	eng	N		N	N	IM		Y	
14540010R	Acta médica hidalguense	Acta Med Hidalguense	Mexico	Pachuca, México.		1948	1962					spa	N		N	N	OM		Y	
14540020R	Acta médica hispánica	Acta Med Hisp	Spain	Barcelona	Asociación de Prensa Médica Española	1943	1950					spa	N		N	N	OM		Y	
101241032	Acta medico-historica adriatica : AMHA	Acta Med Hist Adriat	Croatia	Rijeka [Croatia]	Hrvatsko znanstveno društvo za povijest zdravstvene kulture	2003		Two no. a year	1334-6253	1334-4366	1334-4366	eng	N	2009	Y	Y	IM	http://hrcak.srce.hr/amha?lang=en	Y	
8400269	Acta medica Hungarica	Acta Med Hung	Hungary	Budapest	Akademiai Kiado	1983	1994	Quarterly		0236-5286	0236-5286	eng	N		N	N	IM		Y	
7901042	Acta medica Indonesiana	Acta Med Indones	Indonesia	Jakarta, Indonesia	Indonesian Society of Internal Medicine	1968		Quarterly,		0125-9326	0125-9326	eng	N	2004	Y	Y	IM	http://www.actamedindones.org/index.php/ijim	Y	
14540050R	Acta medica Iranica	Acta Med Iran	Iran	Tehran	Faculty of Medicine, Tehran University of Medical Sciences	1956		Monthly,	1735-9694	0044-6025	0044-6025	eng	N		N	Y	IM	http://acta.tums.ac.ir/index.php/acta	Y	
14540070R	Acta medica Italica di malattie infettive e parassitarie	Acta Med Ital Mal Infett Parassit	Italy	Napoli.		1946	1960			0365-3285	0365-3285	ita	N		N	N	OM		Y	
14540080R	Acta medica Italica di medicina tropicale e subtropicale e di gastroenterologia	Acta Med Ital Med Trop Subtrop Gastroenterol	Italy	Napoli.		1961	1965	Monthly		0001-6039	0001-6039	ita	N		N	N	IM		Y	
0370324	Acta medica Iugoslavica	Acta Med Iugosl	Croatia	Zagreb	Medicinska Akademija Zbora Lijecnika Hrvatske	1947	1991	Five no. a year		0375-8338	0375-8338	hrv	N		N	N	IM		Y	
9713996	Acta medicinae legalis	Acta Med Leg	Germany	Berlin ;	Springer	199u	1994	Irregular				eng	Y		N	N	IM		Y	
7611894	Acta medicinae legalis et socialis	Acta Med Leg Soc (Liege)	Germany	Heidelberg	Springer Verlag	1948	199u	Irregular		0065-1397	0065-1397	eng	N		N	N	IM		Y	
0372633	Acta medica Nagasakiensia	Acta Med Nagasaki	Japan	Nagasaki	Nagasami Daigaku Igakubu	1939		Four no. a year		0001-6055	0001-6055	eng	N		N	N	IM	https://www.jstage.jst.go.jp/browse/amn	Y	
0417611	Acta medica Okayama	Acta Med Okayama	Japan	Okayama	Okayama University Medical School	1973		Six no. a year		0386-300X	0386-300X	eng	N	1973	Y	Y	IM	http://escholarship.lib.okayama-u.ac.jp/amo/	Y	
0417612	Acta medicinae Okayama	Acta Med Okayama	Japan	Okayama	Okayama University Medical School	1952	1972	Bimonthly		0001-6152	0001-6152	eng	N		N	N	IM	http://escholarship.lib.okayama-u.ac.jp/amo	Y	
14540100R	Acta medica Orientalia	Acta Med Orient	Israel	Jerusalem.		1942	1958					eng	N		N	N	OM		Y	
0376306	Acta medica Patavina	Acta Med Patav	Italy	Padova	La Garangola	1940	1976	Quarterly		0001-6063		ita	N		N	N	OM		Y	
14540110R	Acta medica Patavina. Supplemento	Acta Med Patavina Suppl	Italy	Padova.		1955	1967					ita	N		N	N	OM		Y	
0312677	Acta medica Philippina	Acta Med Philipp	Philippines	Manila	College Of Medicine And Institute Of Hygiene University Of The Philipines	1939		Quarterly	2094-9278	0001-6071	0001-6071	eng	N		N	N	IM		Y	
0370326	Acta medica Polona	Acta Med Pol	Poland	Warszawa	Polska Akademia Nauk	1960	1990	Quarterly		0001-608X	0001-608X	eng	N		N	N	IM		Y	
7906803	Acta médica portuguesa	Acta Med Port	Portugal	Lisboa	Centro Editor Livreiro da Ordem dos Médicos	1979		Bimonthly,	1646-0758	0870-399X	0870-399X	eng	N	1979	Y	Y	IM	http://www.actamedicaportuguesa.com/	Y	
0370330	Acta medica Scandinavica	Acta Med Scand	Sweden	Stockholm	Distributed by Almqvist and Wiksell	1919	1988	Twelve no. a year		0001-6101	0001-6101	eng	N		N	N	IM		Y	
0370331	Acta medica Scandinavica. Supplementum	Acta Med Scand Suppl	Sweden	Stockholm [etc.], distributed by Almqvist & Wiksell [etc.], 1921-1988.		1921	1988	Irregular		0365-463X	0365-463X	eng	N		N	N	IM		Y	
0370327	Acta médica de Tenerife	Acta Med Tenerife	Spain	Santa Cruz de Tenerife		1952	1980	Bimonthly		0001-6020	0001-6020	spa	N		N	N	OM		Y	
0413651	Acta medica Turcica	Acta Med Turc	Turkey	Ankara.		1948	1972			0567-7750	0567-7750	eng	N		N	N	OM		Y	
0000212	Acta medica veterinaria	Acta Med Vet (Napoli)	Italy	Naples	Universita Di Napoli. Facolta Di Medicina Veterinaria	1955	1996	Quarterly		0001-6136	0001-6136	ita	N		N	N	IM		Y	
0116720	Acta medica Vietnamica	Acta Med Vietnam	Vietnam	Saigon.		1957	1973	Quarterly		0001-6144	0001-6144	eng	N		N	N	OM		Y	
9705947	Acta medica (Hradec Králové)	Acta Medica (Hradec Kralove)	Czech Republic	Hradec Kralove	Facultas Medica Hradec Kralove, Universitas Carolina	1996		Four no. a year	1805-9694	1211-4286	1211-4286	eng	Y	1996	Y	Y	IM	http://actamedica.lfhk.cuni.cz/	Y	
9815916	Acta medica (Hradec Králové). Supplementum	Acta Medica (Hradec Kralove) Suppl	Czech Republic	Hradec Králové, Czech Republic	Universitas Carolina, Facultas Medica Hradec Králové	1995	2005	Two no. a year		1211-247X	1211-247X	cze	Y		N	N	IM		Y	
14530160R	Acta medica	Acta Medica Cordoba	Argentina	Córdoba, Argentina	Hospital Córdoba.	1956	1981	Irregular		0515-2917	0515-2917	spa	N		N	N	OM		Y	
0370333	Acta microbiologica Academiae Scientiarum Hungaricae	Acta Microbiol Acad Sci Hung	Hungary	Budapest	Akademiai Kiado	1954	1982	Quarterly		0001-6187	0001-6187	eng	N		N	N	IM		Y	
7901426	Acta microbiologica Bulgarica	Acta Microbiol Bulg	Bulgaria	Sofia	Bulgarian Society for Microbiology	1978		Quarterly,	2603-3755	0204-8809	0204-8809	bul	N		N	N	IM		Y	
8400270	Acta microbiologica Hungarica	Acta Microbiol Hung	Hungary	Budapest	Akademiai Kiado	1983	1993	Quarterly		0231-4622	0231-4622	eng	N		N	N	IM		Y	
9434021	Acta microbiologica et immunologica Hungarica	Acta Microbiol Immunol Hung	Hungary	Budapest	Akademiai Kiado	1994		Quarterly	1588-2640	1217-8950	1217-8950	eng	Y	1994	Y	Y	IM	https://akademiai.com/loi/030	Y	
7610362	Acta microbiologica Polonica	Acta Microbiol Pol	Poland	Warszawa	Polskie Towarzystwo Mikrobiologów [etc.]	1976	2003	Quarterly		0137-1320	0137-1320	eng	N		N	N	IM		Y	
0206214	Acta microbiologica Polonica (1952)	Acta Microbiol Pol (1952)	Poland	Warszawa	Polskie Towarzystwo Mikrobiologów, Sekcja Mikrobiologii Ogólnej, Rolniczej i Przemysłowej	1952	1968	Quarterly		0001-6195	0001-6195	eng	N		N		OM		Y	
7610360	Acta microbiologica Polonica. Series A: Microbiologia generalis	Acta Microbiol Pol A	Poland	Warszawa	Państwowe Wydawn. Naukowe.	1969	1975	Four no. a year		0567-7815	0567-7815	eng	N		N	N	IM		Y	
7610361	Acta microbiologica Polonica. Series B: Microbiologia applicata	Acta Microbiol Pol B	Poland	Warszawa	Państwowe Wydawn. Naukowe.	1969	1975	Four no. a year		0567-7823	0567-7823	eng	N		N	N	IM		Y	
7600027	Acta microbiologica, virologica et immunologica	Acta Microbiol Virol Immunol (Sofiia)	Bulgaria	Sofiia	Izd-Vo Na Bulgarska Akademiia Na Naukite	1975	1977			0324-0452	0324-0452	bul	N		N	N	IM		Y	
0370334	Acta morphologica Academiae Scientiarum Hungaricae	Acta Morphol Acad Sci Hung	Hungary	Budapest	Akademiai Kiado	1951	1982	Four no. a year		0001-6217	0001-6217	eng	N		N	N	IM		Y	
0375331	Acta morphologica Academiae Scientiarum Hungaricae. Supplementum	Acta Morphol Acad Sci Hung Suppl	Hungary	Budapest	Akademiai Kiado	1954	1973	Irregular				eng	N		N	N	OM		Y	
8307964	Acta morphologica Hungarica	Acta Morphol Hung	Hungary	Budapest	Akademiai Kiado	1983	1992	Four no. a year		0236-5391	0236-5391	eng	N		N	N	IM		Y	
0370335	Acta morphologica Neerlando-Scandinavica	Acta Morphol Neerl Scand	Netherlands	Lisse	Swets En Zeitlinger	1956	1989	Quarterly		0001-6225	0001-6225	eng	N		N	N	IM		Y	
9811169	Acta myologica : myopathies and cardiomyopathies : official journal of the Mediterranean Society of Myology	Acta Myol	Italy	Napoli	Gaetano Conte Academy	1997		Three no. a year	2532-1900	1128-2460	1128-2460	eng	N	2003	Y	Y	IM	http://www.ncbi.nlm.nih.gov/pmc/journals/1221/	Y	
14540160R	Acta Neerlandica morphologiae normalis et pathologicae	Acta Neerl Morphol Norm Pathol	Netherlands	Utrecht.		1938	1949			0365-4907	0365-4907	mul	N		N	N	OM		Y	
1246675	Acta neurobiologiae experimentalis	Acta Neurobiol Exp (Wars)	Poland	Warsaw	Nencki Institute of Experimental Biology	1970		Quarterly	1689-0035	0065-1400	0065-1400	eng	N	1970	Y	Y	IM	http://www.ane.pl/archive.php	Y	
0151000	Acta neurochirurgica	Acta Neurochir (Wien)	Austria	Wien	Springer.	1950		Twelve no. a year	0942-0940	0001-6268	0001-6268	eng	N	1965	Y	Y	IM	http://link.springer.com/journal/volumesAndIssues/701	Y	
100962752	Acta neurochirurgica. Supplement	Acta Neurochir Suppl	Austria	Wien ;	Springer-Verlag	1994				0065-1419	0065-1419	eng	Y	1994	Y	N	IM		Y	
0140560	Acta neurochirurgica. Supplementum	Acta Neurochir Suppl (Wien)	Austria	Wien	Springer	1950	1994	Irregular				ger	N		N	N	IM		Y	
0421100	Acta neurologica	Acta Neurol (Napoli)	Italy	Napoli	Clinica Neurologica	1946	1994	Bimonthly		0001-6276	0001-6276	ita	N		N	N	IM		Y	
0247035	Acta neurologica Belgica	Acta Neurol Belg	Italy	Milan	Springer	1970		Four no. a year	2240-2993	0300-9009	0300-9009	fre	N	1970	Y	Y	IM	http://link.springer.com/journal/volumesAndIssues/13760	Y	
9421556	Acta neurológica latinoamericana	Acta Neurol Latinoam	Uruguay	Montevideo	Hospital De Clinicas, Instituto De Neurologia	1955	1987	Four no. a year		0001-6306	0001-6306	eng	N		N	N	IM		Y	
0247036	Acta neurologica et psychiatrica Belgica	Acta Neurol Psychiatr Belg	Belgium	Brussels	Societe De Medecine Mentale De Belgique	1948	1969			0001-6284	0001-6284	fre	N		N	N	IM		Y	
7506814	Acta neurologica. Quaderni	Acta Neurol Quad (Napoli)	Italy	Napoli	Acta Neurologica	1950	1994	Irregular		0515-2976	0515-2976	ita	N		N	N	IM		Y	
0370336	Acta neurologica Scandinavica	Acta Neurol Scand	Denmark	Copenhagen	Wiley-Blackwell	1961		Monthly	1600-0404	0001-6314	0001-6314	eng	N	1965	Y	Y	IM	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-0404	Y	
0370337	Acta neurologica Scandinavica. Supplementum	Acta Neurol Scand Suppl	Denmark	Copenhagen	Wiley-Blackwell	1962	2014	Irregular	1600-5449	0065-1427	0065-1427	eng	N		N	N	IM	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-0404	Y	
9815355	Acta neurologica Taiwanica	Acta Neurol Taiwan	China (Republic : 1949- )	Taipei	Color Design	1996		Quarterly		1028-768X	1028-768X	eng	N	2004	Y	N	IM		Y	
0412041	Acta neuropathologica	Acta Neuropathol	Germany	Berlin	Springer Verlag	1961		Monthly	1432-0533	0001-6322	0001-6322	eng	N	1965	Y	Y	IM	https://link.springer.com/journal/401	Y	
101610673	Acta neuropathologica communications	Acta Neuropathol Commun	England	London	BioMed Central	2013			2051-5960		2051-5960	eng	N	2013	Y	Y	IM	http://www.actaneurocomms.org/	Y	
0370342	Acta neuropathologica. Supplementum	Acta Neuropathol Suppl	Germany	Berlin	Springer Verlag	1962	1983	Irregular		0065-1435	0065-1435	eng	N		N	N	IM		Y	
9612501	Acta neuropsychiatrica	Acta Neuropsychiatr	England	Cambridge, United Kingdom	Cambridge University Press	1989		Bimonthly,	1601-5215	0924-2708	0924-2708	eng	N	2014	Y	Y	IM	http://journals.cambridge.org/action/displayBackIssues?jid=NEU	Y	
0162324	Acta neurovegetativa	Acta Neuroveg (Wien)	Austria	Wien, New York	Springer-Verlag.	1950	1967	Four no. a year		0375-9245	0375-9245	eng	N		N	N	IM		Y	
1303605	Acta neurovegetativa. Supplementum	Acta Neuroveg Suppl	Austria	Wien	Springer-Verlag.	1952	1962			0365-513X	0365-513X	ger	N		N	N	OM		Y	
0147634	Acta obstétrica y ginecológica hispano-lusitana	Acta Obstet Ginecol Hisp Lusit	Spain	Barcelona	Esmon	1968	1984	Nine no. a year		0210-9832	0210-9832	spa	N		N	N	IM		Y	
0221541	Acta obstetrica y ginecologica hispano-lusitana. Suplemento	Acta Obstet Ginecol Hisp Lusit Suppl	Spain	Barcelona.		1969	1973	Irregular		0300-8940	0300-8940	spa	N		N	N	IM		Y	
0202673	Acta obstetrica et gynaecologica Japonica	Acta Obstet Gynaecol Jpn	Japan	Tokyo	Japanese Obstetrical And Gynecological Society	1969	1976	Quarterly		0001-6330	0001-6330	eng	N		N	N	IM		Y	
